Baran, 8000, pay list, false, 2023-11-26, 16:31, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:31, 0 
Baran, 8000, pay list, false, 2023-11-26, 16:32, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:32, 0 
Baran, 8000, pay list, false, 2023-11-26, 16:35, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:35, 0 
Baran, 8000, pay list, false, 2023-11-26, 16:35, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:35, 0 
Baran, 8000, pay list, false, 2023-11-26, 16:38, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:38, 0 
Baran, 8000, pay list, false, 2023-11-26, 16:44, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:44, 0 
Baran, 8000, pay list, false, 2023-11-26, 16:44, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:44, 0 
Baran, 8000, pay list, false, 2023-11-26, 16:45, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:45, 0 
Baran, 5000, pay list, false, 2023-11-26, 16:45, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:45, 0 
Baran, 5000, pay list, false, 2023-11-26, 16:45, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:45, 0 
Baran, 5000, pay list, false, 2023-11-26, 16:47, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:47, 0 
Baran, 5000, pay list, false, 2023-11-26, 16:47, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:47, 0 
Baran, 5000, pay list, false, 2023-11-26, 16:47, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:47, 0 
Baran, 5000, pay list, false, 2023-11-26, 16:47, 1 
Amir, 5000, pay sth, false, 2023-05-22, 16:47, 0 
